id,squadron,type,description,start_lat,start_lng,end_lat,end_lng,start_time,duration_hours,altitude,speed,waypoints,origin_base,target_name,num_aircraft,to_check,mission_category
FIFTHAF-19430517-00,Fifth AF,B-25 Mitchell,"B-25’s bomb Gasmata, Dili, Penfoei, and Barique. Single HBs hit Lae, Finschhafen, Gasmata, and Cape Gloucester.",-9.44,147.18,-6.28,150.33,1943-05-17T06:00:00Z,1.2,15000,230,,Port Moresby New Guinea,Gasmata,,,Tactical Bombing
THIRTEENTHAF-19430517-00,Thirteenth AF,P-39 Airacobra,P-39’s and Navy airplanes bomb and strafe bivouac and AA positions in Rekata Bay area.,-9.43,160.04,-8.05,159.67,1943-05-17T06:00:00Z,0.3,15000,290,,Henderson Field Guadalcanal,Rekata Bay,,,Fighter
ELEVENTHAF-19430517-00,Eleventh AF,B-24 Liberator,"Two attempted ground spt missions to Attu by 1 B-24, 5 B-25’s, and 6 P-38’s are recalled due to weather.",51.37,-179.22,52.9,-173.19,1943-05-17T06:00:00Z,1.1,22000,215,,Amchitka Aleutians,Attu,1,,Tactical Bombing
ELEVENTHAF-19430517-01,Eleventh AF,B-25 Mitchell,"Two attempted ground spt missions to Attu by 1 B-24, 5 B-25’s, and 6 P-38’s are recalled due to weather.",51.37,-179.22,52.9,-173.19,1943-05-17T06:00:00Z,1.0,15000,230,,Amchitka Aleutians,Attu,5,,Tactical Bombing
ELEVENTHAF-19430517-02,Eleventh AF,P-38 Lightning,"Two attempted ground spt missions to Attu by 1 B-24, 5 B-25’s, and 6 P-38’s are recalled due to weather.",51.37,-179.22,52.9,-173.19,1943-05-17T06:00:00Z,0.8,20000,275,,Amchitka Aleutians,Attu,6,,Fighter
ELEVENTHAF-19430518-00,Eleventh AF,B-24 Liberator,"6 B-24’s, weathered out of Attu, bomb Gertrude Cove area leaving large fires. 4 P-40’s reconnoiter Kiska and strafe barges. 1 B-25 flies photo rcn over Kiska.",51.37,-179.22,51.97,177.56,1943-05-18T06:00:00Z,0.6,22000,215,,Amchitka Aleutians,Kiska,6,,Reconnaissance
ELEVENTHAF-19430518-01,Eleventh AF,B-25 Mitchell,"6 B-24’s, weathered out of Attu, bomb Gertrude Cove area leaving large fires. 4 P-40’s reconnoiter Kiska and strafe barges. 1 B-25 flies photo rcn over Kiska.",51.37,-179.22,51.97,177.56,1943-05-18T06:00:00Z,0.5,15000,230,,Amchitka Aleutians,Kiska,1,,Reconnaissance
ELEVENTHAF-19430518-02,Eleventh AF,P-40 Warhawk,"6 B-24’s, weathered out of Attu, bomb Gertrude Cove area leaving large fires. 4 P-40’s reconnoiter Kiska and strafe barges. 1 B-25 flies photo rcn over Kiska.",51.37,-179.22,51.97,177.56,1943-05-18T06:00:00Z,0.4,15000,310,,Amchitka Aleutians,Kiska,4,,Reconnaissance
FIFTHAF-19430519-00,Fifth AF,B-24 Liberator,B-24’s hit Penfoei and A/F at Gasmata. B-25’s attack Salamaua area and T/Os off NE coast of Huon Peninsula. Single HBs hit Gasmata twice during the day.,-9.44,147.18,-6.28,150.33,1943-05-19T06:00:00Z,1.2,22000,215,,Port Moresby New Guinea,Gasmata,,,Tactical Bombing
FIFTHAF-19430519-01,Fifth AF,B-25 Mitchell,B-24’s hit Penfoei and A/F at Gasmata. B-25’s attack Salamaua area and T/Os off NE coast of Huon Peninsula. Single HBs hit Gasmata twice during the day.,-9.44,147.18,-7.07,147.17,1943-05-19T06:00:00Z,1.2,15000,230,,Port Moresby New Guinea,Salamaua,,,Tactical Bombing
ELEVENTHAF-19430519-00,Eleventh AF,B-24 Liberator,"6 B-24’s and 11 B-25’s fly 3 air-ground spt missions to Attu, bombing Sarana Valley. 4 P-40’s fly 2 rcn missions to Kiska.",51.37,-179.22,51.97,177.56,1943-05-19T06:00:00Z,0.6,22000,215,,Amchitka Aleutians,Kiska,6,,Reconnaissance
ELEVENTHAF-19430519-01,Eleventh AF,B-25 Mitchell,"6 B-24’s and 11 B-25’s fly 3 air-ground spt missions to Attu, bombing Sarana Valley. 4 P-40’s fly 2 rcn missions to Kiska.",51.37,-179.22,51.97,177.56,1943-05-19T06:00:00Z,0.5,15000,230,,Amchitka Aleutians,Kiska,11,,Reconnaissance
ELEVENTHAF-19430519-02,Eleventh AF,P-40 Warhawk,"6 B-24’s and 11 B-25’s fly 3 air-ground spt missions to Attu, bombing Sarana Valley. 4 P-40’s fly 2 rcn missions to Kiska.",51.37,-179.22,51.97,177.56,1943-05-19T06:00:00Z,0.4,15000,310,,Amchitka Aleutians,Kiska,4,,Reconnaissance
FIFTHAF-19430520-00,Fifth AF,B-17 Flying Fortress,A/F and surrounding area at Gasmata are hit by A-20’s during 20/21 May and by B-17’s during day. B- 17’s and B-24’s bomb Vunakanau A/F. B-25’s sink several barges offshore between Madang and Cape Cretin.,-9.44,147.18,-4.3,152.1,1943-05-20T06:00:00Z,2.3,25000,182,,Port Moresby New Guinea,Vunakanau,,,Strategic Bombing
FIFTHAF-19430520-01,Fifth AF,B-24 Liberator,A/F and surrounding area at Gasmata are hit by A-20’s during 20/21 May and by B-17’s during day. B- 17’s and B-24’s bomb Vunakanau A/F. B-25’s sink several barges offshore between Madang and Cape Cretin.,-9.44,147.18,-4.3,152.1,1943-05-20T06:00:00Z,2.0,22000,215,,Port Moresby New Guinea,Vunakanau,,,Tactical Bombing
FIFTHAF-19430520-02,Fifth AF,B-25 Mitchell,A/F and surrounding area at Gasmata are hit by A-20’s during 20/21 May and by B-17’s during day. B- 17’s and B-24’s bomb Vunakanau A/F. B-25’s sink several barges offshore between Madang and Cape Cretin.,-9.44,147.18,-4.3,152.1,1943-05-20T06:00:00Z,1.9,15000,230,,Port Moresby New Guinea,Vunakanau,,,Tactical Bombing
FIFTHAF-19430520-03,Fifth AF,A-20 Havoc,A/F and surrounding area at Gasmata are hit by A-20’s during 20/21 May and by B-17’s during day. B- 17’s and B-24’s bomb Vunakanau A/F. B-25’s sink several barges offshore between Madang and Cape Cretin.,-9.44,147.18,-4.3,152.1,1943-05-20T06:00:00Z,1.4,10000,300,,Port Moresby New Guinea,Vunakanau,,,Ground Attack
ELEVENTHAF-19430520-00,Eleventh AF,P-40 Warhawk,"All air-ground spt missions to Attu are canceled due to weather. 20 P-40’s bomb Main Camp and sub- marine area at Kiska, and strafe barges in the harbor. The remaining Japanese on Attu are concen- trated in the Chichagof Harbor area.",51.37,-179.22,51.97,177.56,1943-05-20T06:00:00Z,0.4,15000,310,,Amchitka Aleutians,Kiska,20,,Fighter
FIFTHAF-19430521-00,Fifth AF,B-17 Flying Fortress,"B-17’s bomb A/Fs in Rabaul area while B-24’s hit A/F at Gasmata. Nabire A/F is hit by B-24’s while B- 25’s blast AA positions, supply dumps, and town area at Saumlakki.",-9.44,147.18,-6.28,150.33,1943-05-21T06:00:00Z,2.4,25000,182,,Port Moresby New Guinea,Gasmata,,,Strategic Bombing
FIFTHAF-19430521-01,Fifth AF,B-24 Liberator,"B-17’s bomb A/Fs in Rabaul area while B-24’s hit A/F at Gasmata. Nabire A/F is hit by B-24’s while B- 25’s blast AA positions, supply dumps, and town area at Saumlakki.",-9.44,147.18,-6.28,150.33,1943-05-21T06:00:00Z,2.0,22000,215,,Port Moresby New Guinea,Gasmata,,,Tactical Bombing
ELEVENTHAF-19430521-00,Eleventh AF,B-24 Liberator,"Of 10 B-24’s, 12 B-25’s, and 24 P-38’s dispatched to Attu only 3 missions, totaling 6 P-38’s and 1 B- 24, are able to bomb and strafe troops and installations. 4 other missions, after vainly waiting for a break in the overcast over Attu, bomb Kiska submarine base through overcast.",51.37,-179.22,52.9,-173.19,1943-05-21T06:00:00Z,1.1,22000,215,,Amchitka Aleutians,Attu,10,,Tactical Bombing
ELEVENTHAF-19430521-01,Eleventh AF,B-25 Mitchell,"Of 10 B-24’s, 12 B-25’s, and 24 P-38’s dispatched to Attu only 3 missions, totaling 6 P-38’s and 1 B- 24, are able to bomb and strafe troops and installations. 4 other missions, after vainly waiting for a break in the overcast over Attu, bomb Kiska submarine base through overcast.",51.37,-179.22,52.9,-173.19,1943-05-21T06:00:00Z,1.0,15000,230,,Amchitka Aleutians,Attu,12,,Tactical Bombing
ELEVENTHAF-19430521-02,Eleventh AF,P-38 Lightning,"Of 10 B-24’s, 12 B-25’s, and 24 P-38’s dispatched to Attu only 3 missions, totaling 6 P-38’s and 1 B- 24, are able to bomb and strafe troops and installations. 4 other missions, after vainly waiting for a break in the overcast over Attu, bomb Kiska submarine base through overcast.",51.37,-179.22,52.9,-173.19,1943-05-21T06:00:00Z,0.8,20000,275,,Amchitka Aleutians,Attu,24,,Fighter
FIFTHAF-19430522-00,Fifth AF,B-24 Liberator,B-24’s bomb town of Kaimana and strafe power launches at Koer I.,-9.44,147.18,,,1943-05-22T06:00:00Z,,22000,215,,Port Moresby New Guinea,,,,Tactical Bombing
FIFTHAF-19430523-00,Fifth AF,B-17 Flying Fortress,"B-24’s and B-17’s hit harbor and A/F at Kavieng, A/F at Gasmata, and village of Ubili.",-9.44,147.18,-2.57,150.8,1943-05-23T06:00:00Z,2.6,25000,182,,Port Moresby New Guinea,Kavieng,,,Strategic Bombing
FIFTHAF-19430523-01,Fifth AF,B-24 Liberator,"B-24’s and B-17’s hit harbor and A/F at Kavieng, A/F at Gasmata, and village of Ubili.",-9.44,147.18,-2.57,150.8,1943-05-23T06:00:00Z,2.2,22000,215,,Port Moresby New Guinea,Kavieng,,,Tactical Bombing
THIRTEENTHAF-19430523-00,Thirteenth AF,B-17 Flying Fortress,"5 B-24’s bomb A/Fs at Kahili and Ballale | during 23/24 May. 10 B-17’s, attempting follow-up strike, abort because of bad weather. While other aircraft are successfully laying mines in N Solomons in Buin area, 19 B-17’s and B-24’s, in diversionary raid, bomb Buin-Kahili-Tonolai shoreline area.",-9.43,160.04,-6.76,155.92,1943-05-23T06:00:00Z,1.6,25000,182,,Henderson Field Guadalcanal,Kahili,10,,Strategic Bombing
THIRTEENTHAF-19430523-01,Thirteenth AF,B-24 Liberator,"5 B-24’s bomb A/Fs at Kahili and Ballale | during 23/24 May. 10 B-17’s, attempting follow-up strike, abort because of bad weather. While other aircraft are successfully laying mines in N Solomons in Buin area, 19 B-17’s and B-24’s, in diversionary raid, bomb Buin-Kahili-Tonolai shoreline area.",-9.43,160.04,-6.76,155.92,1943-05-23T06:00:00Z,1.4,22000,215,,Henderson Field Guadalcanal,Kahili,5,,Tactical Bombing
SEVENTHAF-19430523-00,Seventh AF,P-40 Warhawk,"A flight of P-40’s on patrol from Kauai bomb submarine from 1,500 ft, after which oil slick and debris are seen.",21.3156,-157.9497,,,1943-05-23T06:00:00Z,,15000,310,,Hickam Field Hawaii,,1,,Patrol
ELEVENTHAF-19430523-00,Eleventh AF,B-24 Liberator,"6 B-24’s and 12 B-25’s fly 3 air-ground spt missions to Attu. Due to bad weather they are routed to Kiska. Weather there is also poor and only 1 B-25 bombs Main Camp area. Next, 3 B-24’s and 18 P- 38’s fly 3 air cover missions to Attu. The last of these missions is notified by a PBY that 16 bmrs are W of Attu. 5 of the P-38’s then intercept the bmrs over Attu, which jettison their bombs and close for- mation. The P-38’s score 5 kills and 7 probables. 2 P-38’s are lost.",51.37,-179.22,52.9,-173.19,1943-05-23T06:00:00Z,1.1,22000,215,,Amchitka Aleutians,Attu,6,,Tactical Bombing
ELEVENTHAF-19430523-01,Eleventh AF,B-25 Mitchell,"6 B-24’s and 12 B-25’s fly 3 air-ground spt missions to Attu. Due to bad weather they are routed to Kiska. Weather there is also poor and only 1 B-25 bombs Main Camp area. Next, 3 B-24’s and 18 P- 38’s fly 3 air cover missions to Attu. The last of these missions is notified by a PBY that 16 bmrs are W of Attu. 5 of the P-38’s then intercept the bmrs over Attu, which jettison their bombs and close for- mation. The P-38’s score 5 kills and 7 probables. 2 P-38’s are lost.",51.37,-179.22,52.9,-173.19,1943-05-23T06:00:00Z,1.0,15000,230,,Amchitka Aleutians,Attu,12,,Tactical Bombing
ELEVENTHAF-19430523-02,Eleventh AF,P-38 Lightning,"6 B-24’s and 12 B-25’s fly 3 air-ground spt missions to Attu. Due to bad weather they are routed to Kiska. Weather there is also poor and only 1 B-25 bombs Main Camp area. Next, 3 B-24’s and 18 P- 38’s fly 3 air cover missions to Attu. The last of these missions is notified by a PBY that 16 bmrs are W of Attu. 5 of the P-38’s then intercept the bmrs over Attu, which jettison their bombs and close for- mation. The P-38’s score 5 kills and 7 probables. 2 P-38’s are lost.",51.37,-179.22,52.9,-173.19,1943-05-23T06:00:00Z,0.8,20000,275,,Amchitka Aleutians,Attu,,,Fighter
FIFTHAF-19430524-00,Fifth AF,B-24 Liberator,B-24’s pound Lakunai A/F at Rabaul while B-25’s hit runway at Gasmata. Other B-25’s bomb Penfoei.,-9.44,147.18,-4.2,152.18,1943-05-24T06:00:00Z,1.2,22000,215,,Port Moresby New Guinea,Lakunai,,,Tactical Bombing
FIFTHAF-19430524-01,Fifth AF,B-25 Mitchell,B-24’s pound Lakunai A/F at Rabaul while B-25’s hit runway at Gasmata. Other B-25’s bomb Penfoei.,-9.44,147.18,-6.28,150.33,1943-05-24T06:00:00Z,1.2,15000,230,,Port Moresby New Guinea,Gasmata,,,Tactical Bombing
ELEVENTHAF-19430524-00,Eleventh AF,B-24 Liberator,"2 of 3 air-ground spt missions to Attu, together 6 B-24’s, 11 B-25’s, and 1 F-5A, bomb Attu. Third mis- sion is canceled, except for 2 B-25’s which do not hear canceling order. 3 B-24’s and 14 P-38’s fly 3 more air cover missions over Attu but make no contacts.",51.37,-179.22,52.9,-173.19,1943-05-24T06:00:00Z,1.1,22000,215,,Amchitka Aleutians,Attu,6,,Tactical Bombing
ELEVENTHAF-19430524-01,Eleventh AF,B-25 Mitchell,"2 of 3 air-ground spt missions to Attu, together 6 B-24’s, 11 B-25’s, and 1 F-5A, bomb Attu. Third mis- sion is canceled, except for 2 B-25’s which do not hear canceling order. 3 B-24’s and 14 P-38’s fly 3 more air cover missions over Attu but make no contacts.",51.37,-179.22,52.9,-173.19,1943-05-24T06:00:00Z,1.0,15000,230,,Amchitka Aleutians,Attu,11,,Tactical Bombing
ELEVENTHAF-19430524-02,Eleventh AF,P-38 Lightning,"2 of 3 air-ground spt missions to Attu, together 6 B-24’s, 11 B-25’s, and 1 F-5A, bomb Attu. Third mis- sion is canceled, except for 2 B-25’s which do not hear canceling order. 3 B-24’s and 14 P-38’s fly 3 more air cover missions over Attu but make no contacts.",51.37,-179.22,52.9,-173.19,1943-05-24T06:00:00Z,0.8,20000,275,,Amchitka Aleutians,Attu,14,,Fighter
ELEVENTHAF-19430524-03,Eleventh AF,F-5A Lightning,"2 of 3 air-ground spt missions to Attu, together 6 B-24’s, 11 B-25’s, and 1 F-5A, bomb Attu. Third mis- sion is canceled, except for 2 B-25’s which do not hear canceling order. 3 B-24’s and 14 P-38’s fly 3 more air cover missions over Attu but make no contacts.",51.37,-179.22,52.9,-173.19,1943-05-24T06:00:00Z,1.0,25000,390,,Amchitka Aleutians,Attu,1,,Reconnaissance
ELEVENTHAF-19430525-00,Eleventh AF,B-24 Liberator,12 B-25’s and 15 B-24’s fly air-ground spt and 4 B-24’s and 20 P-38’s fly air cover all over Attu. 18 P- 40’s fly 1 rcn and 2 attack missions to Kiska and Little Kiska.,51.37,-179.22,52.9,-173.19,1943-05-25T06:00:00Z,1.1,22000,215,,Amchitka Aleutians,Attu,15,,Reconnaissance
ELEVENTHAF-19430525-01,Eleventh AF,B-25 Mitchell,12 B-25’s and 15 B-24’s fly air-ground spt and 4 B-24’s and 20 P-38’s fly air cover all over Attu. 18 P- 40’s fly 1 rcn and 2 attack missions to Kiska and Little Kiska.,51.37,-179.22,52.9,-173.19,1943-05-25T06:00:00Z,1.0,15000,230,,Amchitka Aleutians,Attu,12,,Reconnaissance
ELEVENTHAF-19430525-02,Eleventh AF,P-38 Lightning,12 B-25’s and 15 B-24’s fly air-ground spt and 4 B-24’s and 20 P-38’s fly air cover all over Attu. 18 P- 40’s fly 1 rcn and 2 attack missions to Kiska and Little Kiska.,51.37,-179.22,52.9,-173.19,1943-05-25T06:00:00Z,0.8,20000,275,,Amchitka Aleutians,Attu,20,,Reconnaissance
FIFTHAF-19430526-00,Fifth AF,B-24 Liberator,3 B-24’s and B-25’s bomb Madang town area and A/F.,-9.44,147.18,-5.22,145.78,1943-05-26T06:00:00Z,1.2,22000,215,,Port Moresby New Guinea,Madang,3,,Tactical Bombing
FIFTHAF-19430526-01,Fifth AF,B-25 Mitchell,3 B-24’s and B-25’s bomb Madang town area and A/F.,-9.44,147.18,-5.22,145.78,1943-05-26T06:00:00Z,1.2,15000,230,,Port Moresby New Guinea,Madang,,,Tactical Bombing
SEVENTHAF-19430526-00,Seventh AF,B-24 Liberator,3 B-24’s from Canton | fly rcn-bombing mission over Aobemama. Bombs are dropped on barracks area.,21.3156,-157.9497,,,1943-05-26T06:00:00Z,,22000,215,,Hickam Field Hawaii,,3,,Reconnaissance
ELEVENTHAF-19430526-00,Eleventh AF,B-24 Liberator,"8 B-24’s and 11 B-25’s, flying air-ground spt, bomb enemy positions. 2 B-24’s and 12 P-38’s fly air cover sorties and also patrol and strafe Attu. Kiska is covered by 3 F-5A’s photo sorties and 3 attack missions, flown by 9 B-25’s and 16 P-40’s. Tgts include gun emplacements on North Head and E end of runway.",51.37,-179.22,52.9,-173.19,1943-05-26T06:00:00Z,1.1,22000,215,,Amchitka Aleutians,Attu,8,,Patrol
ELEVENTHAF-19430526-01,Eleventh AF,B-25 Mitchell,"8 B-24’s and 11 B-25’s, flying air-ground spt, bomb enemy positions. 2 B-24’s and 12 P-38’s fly air cover sorties and also patrol and strafe Attu. Kiska is covered by 3 F-5A’s photo sorties and 3 attack missions, flown by 9 B-25’s and 16 P-40’s. Tgts include gun emplacements on North Head and E end of runway.",51.37,-179.22,52.9,-173.19,1943-05-26T06:00:00Z,1.0,15000,230,,Amchitka Aleutians,Attu,11,,Patrol
ELEVENTHAF-19430526-02,Eleventh AF,P-38 Lightning,"8 B-24’s and 11 B-25’s, flying air-ground spt, bomb enemy positions. 2 B-24’s and 12 P-38’s fly air cover sorties and also patrol and strafe Attu. Kiska is covered by 3 F-5A’s photo sorties and 3 attack missions, flown by 9 B-25’s and 16 P-40’s. Tgts include gun emplacements on North Head and E end of runway.",51.37,-179.22,52.9,-173.19,1943-05-26T06:00:00Z,0.8,20000,275,,Amchitka Aleutians,Attu,12,,Patrol
ELEVENTHAF-19430526-03,Eleventh AF,P-40 Warhawk,"8 B-24’s and 11 B-25’s, flying air-ground spt, bomb enemy positions. 2 B-24’s and 12 P-38’s fly air cover sorties and also patrol and strafe Attu. Kiska is covered by 3 F-5A’s photo sorties and 3 attack missions, flown by 9 B-25’s and 16 P-40’s. Tgts include gun emplacements on North Head and E end of runway.",51.37,-179.22,52.9,-173.19,1943-05-26T06:00:00Z,0.8,15000,310,,Amchitka Aleutians,Attu,16,,Patrol
ELEVENTHAF-19430526-04,Eleventh AF,F-5A Lightning,"8 B-24’s and 11 B-25’s, flying air-ground spt, bomb enemy positions. 2 B-24’s and 12 P-38’s fly air cover sorties and also patrol and strafe Attu. Kiska is covered by 3 F-5A’s photo sorties and 3 attack missions, flown by 9 B-25’s and 16 P-40’s. Tgts include gun emplacements on North Head and E end of runway.",51.37,-179.22,52.9,-173.19,1943-05-26T06:00:00Z,1.0,25000,390,,Amchitka Aleutians,Attu,3,,Reconnaissance
FIFTHAF-19430527-00,Fifth AF,B-24 Liberator,"B-24’s and B-25’s pound Lae town area and A/F. Other B-25’s hit enemy forces at Labu and Jacobsens Plantation. Finschhafen, Saidor, Kakakog, and Langgoer are hit by single-plane strikes.",-9.44,147.18,-6.74,147.01,1943-05-27T06:00:00Z,0.8,22000,215,,Port Moresby New Guinea,Lae,,,Tactical Bombing
FIFTHAF-19430527-01,Fifth AF,B-25 Mitchell,"B-24’s and B-25’s pound Lae town area and A/F. Other B-25’s hit enemy forces at Labu and Jacobsens Plantation. Finschhafen, Saidor, Kakakog, and Langgoer are hit by single-plane strikes.",-9.44,147.18,-6.74,147.01,1943-05-27T06:00:00Z,0.8,15000,230,,Port Moresby New Guinea,Lae,,,Tactical Bombing
ELEVENTHAF-19430527-00,Eleventh AF,B-24 Liberator,"Attu is covered by 1 B-25 flying ground spt, bombing and strafing troops and dropping photos taken on previous day to friendly forces, and by 1 B-24 and 6 P-38’s flying air cover. 6 P-40’s fly attack and rcn missions to Kiska, concentrating on Little Kiska and on the Main Camp area.",51.37,-179.22,51.97,177.56,1943-05-27T06:00:00Z,0.6,22000,215,,Amchitka Aleutians,Kiska,1,,Reconnaissance
ELEVENTHAF-19430527-01,Eleventh AF,B-25 Mitchell,"Attu is covered by 1 B-25 flying ground spt, bombing and strafing troops and dropping photos taken on previous day to friendly forces, and by 1 B-24 and 6 P-38’s flying air cover. 6 P-40’s fly attack and rcn missions to Kiska, concentrating on Little Kiska and on the Main Camp area.",51.37,-179.22,51.97,177.56,1943-05-27T06:00:00Z,0.5,15000,230,,Amchitka Aleutians,Kiska,1,,Reconnaissance
ELEVENTHAF-19430527-02,Eleventh AF,P-38 Lightning,"Attu is covered by 1 B-25 flying ground spt, bombing and strafing troops and dropping photos taken on previous day to friendly forces, and by 1 B-24 and 6 P-38’s flying air cover. 6 P-40’s fly attack and rcn missions to Kiska, concentrating on Little Kiska and on the Main Camp area.",51.37,-179.22,51.97,177.56,1943-05-27T06:00:00Z,0.4,20000,275,,Amchitka Aleutians,Kiska,6,,Reconnaissance
ELEVENTHAF-19430527-03,Eleventh AF,P-40 Warhawk,"Attu is covered by 1 B-25 flying ground spt, bombing and strafing troops and dropping photos taken on previous day to friendly forces, and by 1 B-24 and 6 P-38’s flying air cover. 6 P-40’s fly attack and rcn missions to Kiska, concentrating on Little Kiska and on the Main Camp area.",51.37,-179.22,51.97,177.56,1943-05-27T06:00:00Z,0.4,15000,310,,Amchitka Aleutians,Kiska,6,,Reconnaissance
FOURTEENTHAF-19430528-00,Fourteenth AF,P-40 Warhawk,"16 P-40’s, operating in 2 forces, dive-bomb railroad yards at Yoyang. Tracks, warehouses, and the roundhouse are damaged.",25.01,102.71,29.37,113.09,1943-05-28T06:00:00Z,2.0,15000,310,,Kunming China,Yoyang,,,Fighter
FIFTHAF-19430528-00,Fifth AF,B-17 Flying Fortress,"B-17’s and B-24’s attack Wewak, Dagua, and Boram A/Fs and bomb Wewak-Dagua coast road.",-9.44,147.18,-3.55,143.63,1943-05-28T06:00:00Z,2.3,25000,182,,Port Moresby New Guinea,Wewak,,,Strategic Bombing
FIFTHAF-19430528-01,Fifth AF,B-24 Liberator,"B-17’s and B-24’s attack Wewak, Dagua, and Boram A/Fs and bomb Wewak-Dagua coast road.",-9.44,147.18,-3.55,143.63,1943-05-28T06:00:00Z,1.9,22000,215,,Port Moresby New Guinea,Wewak,,,Tactical Bombing
THIRTEENTHAF-19430528-00,Thirteenth AF,P-38 Lightning,"P-38’s and P-40’s, along with naval aircraft, attempt strike on Kolombangara area and Munda but are hampered by bad weather. Some of the dive bmrs (TBF’s) manage to bomb runway and revetment area at Munda.",-9.43,160.04,-8.33,157.26,1943-05-28T06:00:00Z,0.6,20000,275,,Henderson Field Guadalcanal,Munda,,,Fighter
THIRTEENTHAF-19430528-01,Thirteenth AF,P-40 Warhawk,"P-38’s and P-40’s, along with naval aircraft, attempt strike on Kolombangara area and Munda but are hampered by bad weather. Some of the dive bmrs (TBF’s) manage to bomb runway and revetment area at Munda.",-9.43,160.04,-8.33,157.26,1943-05-28T06:00:00Z,0.6,15000,310,,Henderson Field Guadalcanal,Munda,,,Fighter
SEVENTHAF-19430528-00,Seventh AF,B-24 Liberator,"3 B-24’s from Canton | fly rcen-bombing mission over Abemama 1, dropping 6 500-lb bombs.",21.3156,-157.9497,,,1943-05-28T06:00:00Z,,22000,215,,Hickam Field Hawaii,,3,,Tactical Bombing
FOURTEENTHAF-19430529-00,Fourteenth AF,B-24 Liberator,9 B-24’s bomb Ichang. 4 P-40’s hit T/Os in Tengchung and Lungling areas.,25.01,102.71,30.69,111.28,1943-05-29T06:00:00Z,2.6,22000,215,,Kunming China,Ichang,9,,Tactical Bombing
FOURTEENTHAF-19430529-01,Fourteenth AF,P-40 Warhawk,9 B-24’s bomb Ichang. 4 P-40’s hit T/Os in Tengchung and Lungling areas.,25.01,102.71,30.69,111.28,1943-05-29T06:00:00Z,1.8,15000,310,,Kunming China,Ichang,4,,Fighter
FIFTHAF-19430529-00,Fifth AF,B-17 Flying Fortress,"B-17’s bomb Madang and Alexishafen. HBs and MBs, operating individually or in flights of 2 bmrs, attack town, A/Fs, shipping, docks, and other tgts at various places, including Dili, Penfoei, Damar |, Soemba, Soembawa, Babo, Nabire, Saidor, Finschhafen, Manam |, and Cape Gloucester.",-9.44,147.18,-5.22,145.78,1943-05-29T06:00:00Z,1.5,25000,182,,Port Moresby New Guinea,Madang,,,Strategic Bombing
FOURTEENTHAF-19430530-00,Fourteenth AF,B-24 Liberator,7 B-24’s bomb arty positions S of Ichang. 4 P-40’s bomb and strafe Tengchung and T/Os along Burma Road and at Lamaing; 8 others on offensive sweep strafe several T/Os in Ichang area; 11 others hit riverboats at Shasi and trains NE of Yoyang.,25.01,102.71,30.69,111.28,1943-05-30T06:00:00Z,2.6,22000,215,,Kunming China,Ichang,7,,Tactical Bombing
FOURTEENTHAF-19430530-01,Fourteenth AF,P-40 Warhawk,7 B-24’s bomb arty positions S of Ichang. 4 P-40’s bomb and strafe Tengchung and T/Os along Burma Road and at Lamaing; 8 others on offensive sweep strafe several T/Os in Ichang area; 11 others hit riverboats at Shasi and trains NE of Yoyang.,25.01,102.71,30.69,111.28,1943-05-30T06:00:00Z,1.8,15000,310,,Kunming China,Ichang,4,,Fighter
FIFTHAF-19430530-00,Fifth AF,B-17 Flying Fortress,"B-17’s bomb Wewak, Boram, and Madang. B-24’s hit Kendari area.",-9.44,147.18,-3.55,143.63,1943-05-30T06:00:00Z,2.3,25000,182,,Port Moresby New Guinea,Wewak,,,Strategic Bombing
FIFTHAF-19430530-01,Fifth AF,B-24 Liberator,"B-17’s bomb Wewak, Boram, and Madang. B-24’s hit Kendari area.",-9.44,147.18,-3.55,143.63,1943-05-30T06:00:00Z,1.9,22000,215,,Port Moresby New Guinea,Wewak,,,Tactical Bombing
ELEVENTHAF-19430530-00,Eleventh AF,B-24 Liberator,8 P-40’s fly 4 rcn missions to Kiska. 3 air-ground spt missions to Attu by 7 B-24’s and 12 B-25’s drop no bombs there and instead bomb Kiska installations. 2 B-24’s and 12 P-38’s fly air cover missions over Attu and patrol area. 3 F-5A’s fly photo rcn and 8 P-40’s attack and strafe tents and troops and blast runway at Kiska.,51.37,-179.22,51.97,177.56,1943-05-30T06:00:00Z,0.6,22000,215,,Amchitka Aleutians,Kiska,7,,Reconnaissance
ELEVENTHAF-19430530-01,Eleventh AF,B-25 Mitchell,8 P-40’s fly 4 rcn missions to Kiska. 3 air-ground spt missions to Attu by 7 B-24’s and 12 B-25’s drop no bombs there and instead bomb Kiska installations. 2 B-24’s and 12 P-38’s fly air cover missions over Attu and patrol area. 3 F-5A’s fly photo rcn and 8 P-40’s attack and strafe tents and troops and blast runway at Kiska.,51.37,-179.22,51.97,177.56,1943-05-30T06:00:00Z,0.5,15000,230,,Amchitka Aleutians,Kiska,12,,Reconnaissance
